-567,78,-379,0.51,-0.01,-0.07
-583,79,-355,0.51,-0.02,-0.07
-602,76,-209,0.51,-0.02,-0.06
-583,92,-282,0.51,-0.01,-0.07
-585,74,-391,0.51,-0.02,-0.07
-567,104,-293,0.51,-0.02,-0.07
-562,68,-224,0.51,-0.02,-0.06
-585,81,-333,0.51,-0.01,-0.06
-578,90,-385,0.52,-0.01,-0.07
-595,65,-234,0.51,-0.02,-0.07
-599,89,-249,0.51,-0.02,-0.06
-582,86,-388,0.51,-0.02,-0.07
-591,95,-344,0.51,-0.02,-0.06
-582,82,-219,0.51,-0.02,-0.06
-584,74,-294,0.51,-0.02,-0.06
-590,93,-403,0.51,-0.02,-0.08
-563,98,-270,0.51,-0.02,-0.06
-581,87,-236,0.51,-0.02,-0.07
-573,78,-389,0.52,-0.02,-0.07
-588,69,-361,0.52,-0.02,-0.06
-575,57,-216,0.51,-0.02,-0.07
-581,75,-297,0.51,-0.02,-0.07
-573,65,-401,0.51,-0.01,-0.06
-579,89,-235,0.51,-0.02,-0.07
-575,91,-252,0.51,-0.01,-0.06
-586,66,-378,0.51,-0.02,-0.07
-569,68,-340,0.51,-0.01,-0.07
-564,87,-233,0.51,-0.01,-0.06
-562,91,-309,0.52,-0.02,-0.07
-575,82,-387,0.51,-0.02,-0.06
-580,86,-244,0.51,-0.02,-0.07
-588,75,-282,0.51,-0.02,-0.05
-586,97,-404,0.52,-0.02,-0.07
-556,81,-294,0.51,-0.02,-0.07
-571,73,-220,0.51,-0.01,-0.07
-572,91,-348,0.52,-0.01,-0.07
-574,87,-395,0.52,-0.01,-0.07
-573,81,-230,0.52,-0.02,-0.06
-588,80,-241,0.52,-0.01,-0.07
-567,96,-384,0.51,-0.01,-0.06
-586,101,-295,0.51,-0.02,-0.07
-569,82,-220,0.51,-0.02,-0.07
-592,97,-361,0.51,-0.01,-0.06
-584,87,-328,0.51,-0.01,-0.07
-572,84,-197,0.52,-0.02,-0.07
-589,89,-322,0.52,-0.02,-0.07
-594,63,-400,0.51,-0.02,-0.07
-575,100,-246,0.52,-0.02,-0.07
-569,69,-278,0.52,-0.02,-0.07
-568,73,-386,0.51,-0.02,-0.07
-586,80,-293,0.51,-0.02,-0.07
-565,105,-214,0.51,-0.02,-0.06
-583,82,-345,0.51,-0.02,-0.07
-582,78,-360,0.51,-0.01,-0.07
-570,70,-223,0.51,-0.02,-0.07
-563,84,-275,0.51,-0.02,-0.06
-580,100,-390,0.51,-0.02,-0.06
-575,77,-274,0.51,-0.02,-0.07
-583,90,-228,0.51,-0.02,-0.06
-576,77,-375,0.51,-0.01,-0.06
-579,65,-346,0.51,-0.01,-0.06
-563,78,-220,0.51,-0.01,-0.06
-570,81,-289,0.52,-0.01,-0.06
-569,76,-380,0.52,-0.02,-0.07
-579,86,-291,0.52,-0.02,-0.08
-571,76,-240,0.52,-0.01,-0.06
-589,79,-352,0.51,-0.02,-0.06
-572,87,-367,0.51,-0.02,-0.07
-557,87,-221,0.52,-0.02,-0.06
-569,86,-252,0.51,-0.01,-0.07
-570,79,-403,0.51,-0.02,-0.07
-572,68,-300,0.51,-0.02,-0.07
-587,98,-220,0.51,-0.02,-0.07
-580,98,-351,0.51,-0.02,-0.07
-579,61,-368,0.51,-0.02,-0.07
-573,81,-231,0.51,-0.02,-0.07
-560,60,-254,0.52,-0.02,-0.06
-569,82,-392,0.51,-0.02,-0.07
-570,86,-282,0.51,-0.01,-0.06
-563,74,-206,0.51,-0.01,-0.06
-587,75,-334,0.51,-0.01,-0.07
-581,81,-397,0.52,-0.01,-0.07
-571,68,-237,0.51,-0.02,-0.07
-565,88,-267,0.51,-0.02,-0.08
-586,77,-370,0.52,-0.01,-0.06
-599,77,-330,0.52,-0.02,-0.08
-565,63,-226,0.51,-0.02,-0.06
-578,92,-332,0.52,-0.02,-0.06
-573,89,-396,0.52,-0.02,-0.08
-598,67,-251,0.51,-0.02,-0.07
-578,102,-258,0.51,-0.01,-0.07
-556,90,-388,0.52,-0.02,-0.06
-598,65,-317,0.51,-0.02,-0.06
-568,86,-207,0.51,-0.02,-0.07
-579,89,-335,0.52,-0.02,-0.07
-596,63,-371,0.51,-0.02,-0.07
-582,74,-223,0.51,-0.02,-0.06
-575,83,-220,0.52,-0.02,-0.07
-570,87,-388,0.51,-0.01,-0.07
-584,69,-339,0.51,-0.02,-0.06
-573,88,-215,0.51,-0.02,-0.08
-568,78,-252,0.51,-0.02,-0.07
-566,73,-383,0.51,-0.02,-0.08
-580,87,-294,0.51,-0.02,-0.07
-573,85,-229,0.51,-0.01,-0.06
-580,71,-315,0.51,-0.02,-0.07
-584,88,-384,0.52,-0.02,-0.07
-561,80,-229,0.51,-0.02,-0.07
-587,75,-252,0.51,-0.01,-0.06
-575,104,-374,0.51,-0.01,-0.07
-593,85,-347,0.51,-0.01,-0.07
-573,102,-216,0.51,-0.01,-0.07
-575,88,-322,0.51,-0.02,-0.07
-561,86,-373,0.52,-0.01,-0.07
-568,79,-257,0.51,-0.02,-0.07
-583,82,-241,0.51,-0.02,-0.07
-576,72,-360,0.51,-0.02,-0.06
-582,68,-335,0.51,-0.02,-0.07
-568,71,-215,0.51,-0.01,-0.06
-597,89,-315,0.51,-0.02,-0.06
-591,81,-388,0.51,-0.02,-0.07
-591,45,-286,0.52,-0.02,-0.06
-578,93,-241,0.52,-0.02,-0.06
-580,80,-354,0.51,-0.01,-0.07
-576,56,-357,0.51,-0.02,-0.06
-572,72,-213,0.51,-0.02,-0.06
-563,79,-292,0.52,-0.02,-0.07
-570,69,-421,0.51,-0.02,-0.06
-583,74,-317,0.51,-0.02,-0.07
-584,96,-205,0.51,-0.02,-0.06
-546,95,-331,0.51,-0.02,-0.06
-570,93,-367,0.51,-0.01,-0.06
-575,76,-253,0.51,-0.02,-0.06
-567,75,-214,0.51,-0.02,-0.07
-575,77,-385,0.51,-0.01,-0.06
-577,87,-360,0.51,-0.02,-0.07
-570,80,-206,0.51,-0.01,-0.07
-585,67,-323,0.51,-0.02,-0.07
-579,79,-396,0.51,-0.02,-0.06
-581,91,-314,0.52,-0.02,-0.07
-580,74,-226,0.51,-0.02,-0.07
-584,87,-358,0.51,-0.01,-0.06
-572,85,-361,0.50,-0.01,-0.05
-554,60,-204,0.52,-0.02,-0.07
-587,70,-248,0.52,-0.02,-0.06
-575,48,-410,0.51,-0.02,-0.07
-579,67,-284,0.52,-0.01,-0.06
-582,91,-212,0.52,-0.02,-0.06
-552,86,-359,0.51,-0.02,-0.06
-585,98,-355,0.51,-0.01,-0.06
-569,71,-235,0.51,-0.01,-0.06
-562,83,-239,0.51,-0.02,-0.07
-553,81,-379,0.51,-0.02,-0.06
-581,87,-296,0.51,-0.02,-0.06
-583,79,-219,0.51,-0.01,-0.07
-582,73,-319,0.52,-0.01,-0.07
-573,87,-396,0.51,-0.01,-0.07
-577,86,-243,0.52,-0.02,-0.06
-596,83,-232,0.51,-0.02,-0.06
-571,95,-379,0.51,-0.02,-0.07
-581,104,-344,0.51,-0.01,-0.06
-573,104,-220,0.51,-0.01,-0.07
-582,72,-294,0.51,-0.02,-0.07
-571,78,-397,0.51,-0.02,-0.07
-554,97,-290,0.52,-0.02,-0.06
-584,91,-213,0.51,-0.02,-0.06
-568,85,-332,0.51,-0.01,-0.06
-588,92,-395,0.52,-0.01,-0.07
-562,83,-258,0.51,-0.02,-0.07
-574,95,-228,0.51,-0.01,-0.07
-582,66,-378,0.52,-0.02,-0.06
-583,53,-384,0.52,-0.02,-0.07
-578,99,-232,0.51,-0.02,-0.06
-568,74,-219,0.51,-0.02,-0.06
-579,91,-369,0.52,-0.02,-0.06
-595,92,-364,0.51,-0.02,-0.06
-563,82,-229,0.51,-0.02,-0.06
-588,94,-260,0.51,-0.02,-0.07
-572,72,-390,0.51,-0.01,-0.06
-570,87,-344,0.51,-0.02,-0.07
-602,77,-223,0.51,-0.02,-0.06
-585,68,-264,0.51,-0.01,-0.06
-569,91,-397,0.51,-0.02,-0.07
-572,83,-342,0.51,-0.02,-0.06
-572,91,-216,0.51,-0.02,-0.07
-557,71,-279,0.51,-0.02,-0.06
-564,53,-412,0.51,-0.02,-0.06
-578,58,-321,0.51,-0.01,-0.07
-593,98,-215,0.51,-0.02,-0.06
-570,86,-284,0.51,-0.02,-0.07
-576,68,-407,0.52,-0.02,-0.06
-589,80,-300,0.52,-0.01,-0.06
-569,75,-217,0.51,-0.02,-0.06
-569,98,-306,0.51,-0.01,-0.06
-591,67,-371,0.52,-0.02,-0.07
-581,65,-276,0.51,-0.02,-0.06
-569,78,-252,0.51,-0.02,-0.06
-586,93,-333,0.52,-0.02,-0.05
-593,87,-399,0.51,-0.02,-0.07
-578,69,-290,0.51,-0.02,-0.07
-575,90,-217,0.51,-0.02,-0.06
-582,99,-343,0.51,-0.02,-0.07
-589,72,-367,0.52,-0.02,-0.07
-574,62,-230,0.51,-0.02,-0.07
-568,78,-246,0.51,-0.02,-0.07
-574,81,-381,0.51,-0.01,-0.06
-567,87,-374,0.51,-0.02,-0.07
-566,87,-235,0.51,-0.02,-0.07
-559,99,-261,0.51,-0.01,-0.07
-581,85,-381,0.51,-0.02,-0.07
-597,101,-323,0.51,-0.01,-0.07
-569,100,-213,0.51,-0.02,-0.07
-560,79,-314,0.51,-0.02,-0.07
-595,88,-377,0.51,-0.02,-0.07
-613,80,-252,0.51,-0.02,-0.06
-572,78,-248,0.51,-0.02,-0.06
-583,81,-361,0.51,-0.02,-0.07
-587,90,-342,0.51,-0.02,-0.07
-563,87,-224,0.52,-0.02,-0.07
-558,70,-246,0.51,-0.01,-0.06
-557,82,-392,0.51,-0.02,-0.06
-578,87,-313,0.51,-0.02,-0.06
-575,96,-216,0.51,-0.01,-0.07
-572,89,-319,0.51,-0.01,-0.07
-578,81,-400,0.51,-0.02,-0.07
-578,89,-244,0.51,-0.02,-0.06
-567,70,-234,0.51,-0.02,-0.07
-564,70,-368,0.51,-0.02,-0.07
-555,59,-351,0.51,-0.01,-0.07
-577,64,-215,0.51,-0.02,-0.05
-563,84,-299,0.51,-0.01,-0.07
-576,80,-391,0.52,-0.02,-0.06
-565,77,-291,0.51,-0.02,-0.06
-560,83,-217,0.51,-0.01,-0.07
-585,75,-351,0.51,-0.02,-0.06
-556,84,-368,0.51,-0.02,-0.07
-570,83,-226,0.51,-0.01,-0.07
-595,77,-254,0.51,-0.02,-0.07
-579,76,-386,0.52,-0.02,-0.06
-579,57,-316,0.51,-0.02,-0.07
-562,70,-203,0.52,-0.02,-0.06
-600,76,-329,0.52,-0.01,-0.06
-568,92,-386,0.51,-0.02,-0.06
